"";"eRemoved";"nRemoved"
"50375";404100;288234
"50384";409071;281680
"50385";407858;284601
"50386";408459;285640
"50399";409268;287584
"50402";408520;287180
"50477";407987;286166
"50493";407189;288410
"50494";409194;287261
"50510";409435;287677
"50514";409448;288051
"50520";405600;279700
"50528";409074;288634
"50533";408381;288715
"50541";409823;283484
"50549";408318;288729
"50552";408323;288641
"50562";409200;285750
"50568";409426;288128
"50572";408758;289216
"50579";409798;287120
"50668";406727;291832
"50685";414639;290374
"50699";413527;290192
"50700";410774;284672
"50720";405718;280102
"50741";409585;287241
"50743";407423;291637
"50765";406800;294800
"50769";400681;276299
"50770";408147;285231
"50781";411384;284707
"50796";409520;289060
"50835";409200;287330
"50852";400161;282495
"50859";404243;288235
"50863";409540;285010
"50868";404583;286435
"50869";409849;287167
"50871";409313;287212
"50872";404337;279300
"50876";408631;289928
"50884";411587;284921
"50888";411577;284851
"50902";409826;288941
"50907";411224;284163
"50914";410080;284680
"50943";410446;284763
"50949";409432;288864
"50997";408105;290817
"50999";410380;287410
"51008";408419;288901
"51012";409440;288082
"51016";414650;290490
"51026";434820;283239
"51029";437075;282881
"51030";434300;283650
"51036";433696;282394
"51037";434169;283656
"51048";435790;286010
"51052";434963;277136
"51069";434731;283229
"51078";434158;280345
"51098";434189;283744
"51108";435844;285934
"51118";434820;277232
"51139";437601;275142
"51146";393556;289247
"51148";389865;290542
"51149";390072;290475
"51165";392511;286407
"51168";397441;285855
"51170";394475;289110
"51172";390652;287617
"51173";394075;289551
"51186";398049;286420
"51222";392994;288037
"51279";398018;286395
"51280";391835;284814
"51284";393464;289200
"51292";394839;293018
"51298";389792;290021
"51302";394803;293258
"51311";393253;284785
"51317";394153;289586
"51321";393054;284835
"51322";392043;284871
"51326";396150;284840
"51340";392399;288114
"51347";394582;292841
"51381";393621;289173
"51421";391684;284717
"51435";391740;284490
"51480";394076;294677
"51482";390605;284506
"51515";392030;284857
"51519";392263;288112
"51522";394623;287609
"51533";394270;294430
"51545";394420;288960
"51550";393600;289150
"51590";394481;294431
"51596";393004;288560
"51600";392433;288094
"51601";393300;284900
"51629";392808;284822
"51630";390935;286159
"51638";394530;292980
"51645";390632;287579
"51648";393366;289211
"51653";389150;290550
"51675";392376;288159
"51681";393647;289838
"51683";394704;293561
"51691";403183;289273
"51693";400519;289898
"51695";400217;289870
"51704";395913;286983
"51709";402732;288921
"51713";398229;293116
"51719";395898;287392
"51723";398527;291380
"51732";397400;293134
"51744";400421;289955
"51751";397327;293231
"51755";394863;285872
"51774";402880;288869
"51775";399015;291045
"51793";398616;290624
"51836";399984;292592
"51846";401753;290064
"51859";395182;294575
"51869";397920;292930
"51878";398136;293123
"51882";395960;286750
"51885";401544;289370
"51894";402816;289367
"51903";403657;289138
"51960";403400;289200
"51962";398395;291582
"51968";396088;286933
"52006";400341;290116
"52011";396170;285940
"52024";395262;294491
"52029";398164;293389
"52033";398628;290330
"52049";397844;286594
"52054";395180;293740
"52060";396936;292428
"52063";399477;289228
"52071";399362;288796
"52132";399680;288701
"52142";396500;288200
"52145";398657;291904
"52149";402929;289498
"52172";399720;290310
"52201";397000;290500
"52210";403117;289363
"52218";399768;289988
"52333";402087;289453
"52356";395230;293723
"52363";400494;289993
"52919";398365;290692
"52920";399547;289545
"52921";398353;292222
"52926";398289;293319
"52927";398375;289216
"52937";399020;291000
"52948";398373;289209
"53026";398672;294509
"53034";398202;293539
"53061";400359;289555
"53073";398550;294560
"53593";403260;288950
"53625";403819;288614
"53629";400400;290000
"53734";403368;289105
"53747";423470;281413
"53822";422893;280547
"53844";411521;274450
"53848";420517;283074
"53886";422631;279007
"53888";415395;280777
"53898";417342;286753
"53911";422890;280540
"53922";398484;297557
"53929";396844;299449
"53968";399501;300985
"54017";405177;301400
"54041";403300;305100
"54099";400926;298173
"54105";400702;300622
"54107";404700;302600
"54108";401386;299443
"54111";394800;297400
"54112";397712;297982
"54113";400300;296431
"54114";399393;302050
"54128";403355;305255
"54134";399471;300899
"54144";405487;306140
"54145";398316;297431
"54160";396360;298258
"54163";398220;297640
"54181";396820;295780
"54187";404570;300813
"54194";396100;298200
"54249";397344;299385
"54255";397100;298038
"54257";397187;298023
"54258";400383;299938
"54264";398038;297831
"54286";404500;302390
"54299";403500;305200
"55425";397344;300564
"55426";404200;302500
"55428";400589;298843
"55442";398546;297264
"55447";404182;300876
"55512";399436;301003
"55515";397710;297980
"55537";397105;295468
"55554";398240;300180
"55703";396903;299718
"55713";400632;299626
"55717";403744;300799
"55726";400575;298034
"55729";399517;301208
"55738";404300;302300
"56671";401590;295474
"56678";400933;298377
"56689";392630;299000
"56692";391569;300690
"56706";391570;299757
"56709";392490;297470
"56719";392360;298590
"56727";393261;297572
"56731";392840;298162
"56739";396300;296450
"56744";392966;297178
"56746";393059;299276
"56751";391689;299868
"56766";392525;300145
"56775";393350;297434
"56779";394232;295441
"56782";394264;295439
"56787";392228;284220
"56790";394247;295197
"56793";505725;181060
"56795";394771;299201
"56800";393319;297474
"56804";393776;294766
"56808";389534;297308
"56817";393258;275040
"56818";391544;300958
"56861";393772;294922
"56904";391600;299880
"56908";393128;297897
"56933";388201;300102
"56934";393640;296130
"56935";392400;299010
"56952";394235;295342
"56962";392454;297550
"56971";395373;295880
"56972";393029;296524
"56982";390860;297965
"56988";390629;298084
"56991";394222;295308
"56998";393733;296227
"57006";393124;298333
"57007";396171;296376
"57011";374360;294080
"57021";394399;295701
"57033";392290;299090
"57039";396200;277700
"57059";409585;276581
"57060";395108;267041
"57064";408900;270400
"57086";403240;269624
"57087";408682;271076
"57093";398200;274800
"57094";395200;276290
"57095";396113;268458
"57111";395105;267029
"57118";403146;271688
"57119";375598;242200
"57155";360069;267175
"57180";378806;249141
"57181";378653;251554
"57198";379167;247420
"57203";378876;232172
"57204";386724;240990
"57223";379264;247505
"57237";379272;248445
"57259";384900;240800
"57276";389830;244780
"57278";405557;266669
"57288";405275;267938
"57302";406154;265619
"57317";403924;268110
"57336";403459;269374
"57347";406250;265450
"57371";406241;265338
"57381";406258;269521
"57387";405318;267869
"57390";386490;257857
"57400";383812;256627
"57424";385929;255041
"57427";387940;257330
"57445";386497;258072
"57464";385547;257930
"57490";396850;249488
"57499";403910;261420
"57501";411677;241983
"57509";415315;245741
"57562";400288;255424
"57568";407533;246960
"57587";389100;251100
"57618";385810;272457
"57621";397870;249950
"57648";388967;251018
"57651";392526;263049
"57670";387800;269940
"58174";398349;248459
"58193";391186;235344
"58195";411649;242046
"58207";385500;271050
"58208";396900;248400
"58213";383009;230090
"58216";387638;275266
"58220";383100;274900
"58222";383067;275010
"58229";382839;275166
"58233";383076;274960
"58239";383136;274728
"58257";381599;272827
"58282";383102;275913
"58289";382796;276592
"58296";382045;270192
"58307";383150;274750
"58315";508906;247702
"58342";512423;218083
"58345";504358;248602
"58359";507200;255500
"58360";508394;245101
"58366";501260;242710
"58373";501500;243500
"58598";500192;261235
"58623";505077;260292
"58624";506281;244309
"58633";505467;248534
"58657";502500;237200
"58674";499900;224300
"58697";507030;240460
"58700";503300;244100
"58710";500700;243100
"58724";506840;249472
"58760";503240;256000
"58940";496200;263700
"58941";504332;248375
"58955";507300;248200
"59076";506900;249700
"59089";497950;222460
"59098";505779;259771
"59122";503280;255120
"59132";501330;242860
"59627";504900;246000
"59652";503564;244139
"59658";514360;238930
"59666";510135;237523
"59677";501889;223811
"59683";503960;236900
"59715";518200;245400
"59747";493500;227300
"59779";500082;222810
"59801";492200;224000
"59803";499484;223082
"59808";499900;224100
"59821";507112;231763
"59835";507405;231921
"59837";517472;251012
"59840";495071;222619
"59859";499105;229428
"59860";502227;218481
"59868";503150;244480
"59892";519300;243800
"59906";519300;251600
"59916";497956;222464
"59940";516200;250100
"59988";519270;251580
"60001";501672;223153
"60016";500145;222785
"60027";519240;243410
"60062";507593;221664
"60070";506932;223054
"60107";504687;225106
"60140";507270;222072
"60177";504667;224998
"60187";512193;221906
"60213";547160;261860
"60243";504910;228280
"60246";547621;260654
"60252";547369;261125
"60267";547350;261645
"60278";551562;278615
"60301";551405;278958
"60330";558395;262954
"60331";563500;267900
"60354";548400;277300
"60362";558250;282150
"60420";567537;258693
"60421";568281;268710
"60425";544530;283920
"60435";553510;285930
"60436";558300;288800
"60456";551481;278820
"60463";538243;294082
"60464";549300;297000
"60471";545500;307800
"60479";526150;296050
"60482";525057;297328
"60483";540951;298483
"60511";528200;296800
"60538";546100;308100
"60567";542350;283408
"60573";536850;303844
"60577";540883;298404
"60605";541200;298800
"60620";545839;308985
"60626";541699;299233
"60627";538900;285800
"60629";531825;297975
"60631";542400;291815
"60634";525811;296974
"60637";546000;308100
"60644";540788;298413
"60650";540834;298078
"60665";538162;285586
"60668";528004;296136
"60675";545696;311024
"60676";545880;311360
"60697";538203;294062
"60699";545600;308800
"60705";545751;308994
"60713";539570;298520
"60725";518955;278299
"60753";519290;259500
"60784";534600;274900
"60811";534900;274800
"60842";537400;280000
"60843";521000;269300
"60846";508300;278300
"60873";518800;263500
"60880";518380;271780
"60945";527620;256570
"60947";521310;293484
"60957";520610;268950
"60958";531100;281900
"60984";533620;275400
"61014";520450;276660
"61033";526500;284650
"61036";519150;259350
"61048";523383;272873
"61054";522800;273700
"61073";520500;268900
"61088";532500;279400
"61089";519584;276039
"61090";528500;286500
"61092";518500;278800
"61112";546660;263145
"61141";552747;251517
"61152";548770;268920
"61168";529878;238682
"61174";544647;245310
"61202";548280;268340
"61210";548030;261310
"61218";546050;269060
"61339";539900;251100
"61340";548800;269100
"61392";548900;268900
"61393";539900;268000
"61418";548100;268590
"61439";544753;245273
"61470";544410;244750
"61502";548100;268900
"61507";548286;268342
"61513";548555;247385
"61518";548465;247379
"61573";548000;268500
"61574";544307;265742
"61586";536400;256200
"61598";523500;301000
"61606";520400;302200
"61607";520400;302000
"61612";521945;298337
"61620";521182;299343
"61643";520821;298588
"61653";520714;302187
"61685";517799;302260
"61700";522118;300825
"61705";520470;298657
"61731";520500;302000
"61767";522107;300812
"61780";521729;299108
"61855";528100;305100
"61862";520455;298378
"61868";506290;299900
"61870";521683;298469
"61884";521000;299200
"61900";522300;300700
"61909";573676;187079
"61951";574500;190848
"61960";574210;190800
"61988";569254;191650
"62022";573640;187572
"62031";574700;190700
"62038";573731;190304
"62051";573595;190283
"62072";574584;190899
"62080";573736;187222
"62084";566380;189120
"62085";573852;190525
"62111";572858;190538
"62120";573740;190363
"62126";573640;190730
"62133";574820;185210
"62156";573580;190248
"62180";573800;190700
"62187";574100;190200
"62188";573655;190401
"62190";573596;190285
"62208";576499;192239
"62212";567677;188376
"62223";572913;190538
"62246";575098;193866
"62250";566474;189333
"62363";573862;187340
"62365";574516;224163
"62378";582606;214049
"62411";574665;224359
"62453";582378;230472
"62454";577988;216030
"62463";582890;230500
"62477";578140;221815
"62483";578036;221776
"62492";582748;230210
"62497";577616;221005
"62505";582793;214146
"62522";582952;220577
"62534";574510;218424
"62538";582470;215120
"62546";578089;221750
"62556";577334;233433
"62557";577294;240500
"62558";563649;198025
"62594";557379;195593
"62635";562590;198816
"62639";562693;198734
"62640";556243;201888
"62646";558047;201705
"62653";560805;189613
"62657";557191;200297
"62661";559496;191648
"62662";559980;190370
"62670";578016;185160
"62707";577740;189460
"62721";577756;189193
"62727";577623;183011
"62734";577830;189192
"62742";577163;183093
"62744";577780;189340
"62751";577437;183211
"62753";577550;183400
"62756";577066;183104
"62762";577045;183104
"62766";578200;182350
"62844";577497;183132
"62848";577850;182090
"62858";577627;183303
"62861";577900;189202
"62884";580171;197250
"62919";573646;209121
"62961";575894;210735
"62973";570596;200722
"62984";563872;203482
"62991";574530;210711
"62994";575317;198327
"62998";571868;195748
"63000";571750;211140
"63018";575937;210670
"63034";573796;208758
"63039";565960;210120
"63040";570760;200720
"63041";566060;197040
"63042";602117;223753
"63048";596757;223105
"63090";601255;213117
"63109";601500;224105
"63121";601994;223774
"63147";603795;232835
"63187";602100;223400
"63194";596720;223060
"63206";599858;230796
"63213";588839;223176
"63229";588699;223065
"63234";601792;224053
"63236";593548;230302
"63249";602390;221501
"63257";602227;223612
"63259";600021;231312
"63266";601467;224189
"63269";593502;230404
"63270";542560;193081
"63302";537982;199919
"63335";538275;200112
"63342";558086;201746
"63349";538092;205473
"63358";554394;205872
"63364";548650;204838
"63367";546824;204903
"63375";551520;205660
"63380";553398;206621
"63381";547399;204328
"63392";546952;212467
"63433";542327;209319
"63437";542308;210614
"63440";546043;211444
"63445";546653;212634
"63466";544237;211089
"63480";545579;211896
"63498";546836;212576
"63500";546625;212084
"63502";546120;211918
"63504";542649;209571
"63520";546940;212417
"63533";586280;206186
"63574";594154;196583
"63609";597886;203073
"63610";597710;202080
"63611";592521;201794
"63617";599470;205912
"63618";585960;198131
"63628";586050;206200
"63638";588685;213181
"63640";591963;215539
"63645";585320;207692
"63659";585342;207381
"63682";587659;200607
"63684";592553;201714
"63688";585735;207625
"63715";588403;190159
"63729";580666;190186
"63772";588123;190068
"63810";588300;190200
"63826";588331;190051
"63837";581627;194096
"63841";579650;192360
"63842";578318;193514
"63850";588409;190125
"63851";579617;192171
"63864";588152;190030
"63882";579600;192401
"63888";588095;189893
"63894";587515;193532
"63899";615596;214892
"63940";624737;230098
"63974";622102;222687
"64005";609974;232185
"64039";604894;226884
"64043";621121;218595
"64056";611238;221539
"64057";611346;221406
"64066";609324;221136
"64069";614833;227715
"64076";613242;227069
"64083";602688;229533
"64084";607068;224173
"64089";618352;218179
"64093";623188;221993
"64096";610033;232310
"64102";618582;217925
"64111";604781;228216
"64118";604862;228205
"64128";608650;218080
"64182";625698;222864
"64185";604910;228280
"64188";610038;232233
"64204";618706;218031
"64226";609977;232273
"64233";559752;222322
"64235";555219;237298
"64277";563997;218783
"64279";560516;218077
"64285";552800;231400
"64294";563686;220636
"64302";555000;227200
"64307";559526;229161
"64308";551790;227790
"64310";569785;222940
"64319";587802;188374
"64364";583181;189095
"64366";587902;187731
"64371";588040;187650
"64394";588146;187501
"64406";583069;185668
"64427";587831;188179
"64430";587780;188107
"64433";593650;185300
"64440";587876;187710
"64441";554775;179720
"64442";564551;185110
"64447";565203;178447
"64449";565530;176050
"64464";563254;175733
"64473";565240;178330
"64480";554927;179756
"64490";567061;181274
"64536";562530;177170
"64559";571328;184990
"64566";566910;179730
"64571";555133;179597
"64597";563757;176070
"64619";563371;176001
"64621";568910;181680
"64624";554762;179779
"64627";563208;175959
"64628";557646;177131
"64630";565369;175826
"64639";564114;184893
"64642";567290;177700
"64646";554614;179836
"64656";569700;181400
"64657";562436;177929
"64666";562370;177920
"64675";564576;175922
"64677";565171;181136
"64679";561510;182470
"64694";563280;176070
"64695";555800;178400
"64698";568550;177360
"64701";567315;177650
"64707";563490;176150
"64713";562351;177911
"64717";557637;177043
"64784";567280;177680
"64793";567333;177788
"64794";564510;185080
"64800";558223;176835
"64803";562468;177684
"64806";566748;180366
"64809";538328;209379
"64834";535857;204065
"64859";538113;209063
"64866";538297;208380
"64879";538800;208800
"64887";535849;204162
"64889";538643;209499
"64903";507241;209016
"64910";507322;209037
"64935";497831;208803
"64960";507313;208355
"64973";508127;208105
"64982";507254;209126
"65008";494866;207805
"65030";507231;208976
"65036";556348;221151
"65045";527045;211464
"65049";536316;228551
"65074";534154;215958
"65099";550869;221739
"65124";541497;213674
"65138";534700;215500
"65142";539373;210113
"65150";528688;211633
"65163";530924;216687
"65182";534160;229330
"65199";535397;229557
"65201";532303;206761
"65211";546789;216967
"65217";545855;211992
"65275";539447;210356
"65276";512126;225839
"65286";524070;202453
"65311";518321;195808
"65336";514550;200048
"65338";514066;197963
"65340";520320;204540
"65342";520030;203090
"65345";514214;199578
"65347";523982;202382
"65371";514811;200282
"65375";514035;197062
"65388";516300;232400
"65389";518760;230570
"65393";534960;241660
"65418";523600;233900
"65443";524730;236917
"65471";522900;233000
"65493";523640;229878
"65501";530140;230550
"65502";515623;225014
"65505";519453;231211
"65511";518700;230900
"65515";528080;235060
"65526";519050;230810
"65570";519048;207239
"65596";512200;210200
"65601";514583;213377
"65626";515938;209121
"65651";518796;208519
"65652";515981;209181
"65660";519104;207143
"65682";526121;226891
"65688";522949;223732
"65713";523825;222943
"65721";522449;224448
"65725";523770;223040
"65973";522276;224556
"65989";504200;192280
"65992";511938;201664
"66005";506054;194033
"66030";511943;201651
"66055";508046;195291
"66064";507249;203729
"66093";507388;198837
"66095";511224;195313
"66110";511638;199257
"66133";510368;200618
"66139";526104;210358
"66153";523608;211512
"66161";527538;210883
"66186";526182;210319
"66190";530655;201357
"66202";530470;201560
"66210";524691;213414
"66219";523700;211620
"66221";608811;312689
"66227";586724;284653
"66245";591900;289100
"66295";597274;286992
"66298";581229;309381
"66299";589541;301213
"66300";588968;299450
"66301";607190;296420
"66317";599233;306955
"66323";601399;289817
"66351";586463;284091
"66379";587324;304206
"66407";599570;312100
"66435";601000;290000
"66436";595700;318600
"66437";587562;287867
"66444";604754;294555
"66452";608130;315002
"66453";586661;284848
"66470";599901;312603
"66472";609451;314037
"66473";586135;284158
"66512";591167;315420
"66525";594651;295233
"66530";604883;313752
"66531";609316;314020
"66538";593122;316354
"66544";599433;306982
"66567";585170;286840
"66569";602553;293888
"66582";590777;308338
"66591";609258;314127
"66603";585469;283612
"66612";594900;301200
"66613";585520;281720
"66623";602500;297100
"66664";609235;314044
"66667";602588;312011
"66675";585559;281812
"66714";611916;317743
"66732";618200;315000
"66754";624509;320825
"66782";635046;307005
"66810";620228;327757
"66815";624406;321110
"66816";620095;327719
"66817";618311;315032
"66829";618308;318839
"66832";627898;311985
"66834";619901;311985
"66836";618120;322730
"66843";628010;314020
"66870";609080;315340
"66876";649400;301700
"66883";652531;306688
"66905";653270;304317
"66910";648102;304233
"66919";651800;310940
"66947";651803;310919
"66960";651900;305700
"66976";651843;305513
"66990";651900;305650
"67011";652120;309170
"67013";651533;300398
"67019";652050;306300
"67022";652130;309150
"67027";651857;305610
"67052";652062;306301
"67062";651840;306180
"67313";545300;307700
"67352";571821;287276
"67417";562880;313797
"67427";582156;325952
"67430";568405;334976
"67431";566400;303500
"67459";579000;335800
"67487";568800;336800
"67515";560990;317100
"67543";562420;317940
"67555";567600;302400
"67561";559813;314787
"67567";560400;322100
"67576";567000;320000
"67578";568575;318055
"67579";561814;320719
"67583";567660;314495
"67599";563312;319508
"67620";562113;322965
"67625";562110;322960
"67633";565455;299393
"67743";567200;320300
"67761";561900;321100
"67765";567000;320100
"67776";566600;303500
"67777";587870;334254
"67781";573220;292940
"67782";590445;330595
"67798";585030;331376
"67799";615643;341072
"67827";592690;342700
"67855";629515;328012
"67883";590473;328428
"67911";628100;331200
"67919";608380;335550
"67920";629426;328274
"67945";639916;319967
"67948";627779;331316
"67959";626642;325353
"67966";608420;338465
"67969";590510;328500
"67983";629716;330669
"67990";637450;329230
"67992";621544;309649
"67999";622566;309429
"68008";621589;309600
"68014";622457;313369
"68015";621524;309995
"68069";641344;299452
"68072";630714;295938
"68079";644878;295007
"68087";615625;311297
"68089";615663;311086
"68091";628088;300620
"68098";622051;294253
"68126";610788;300639
"68154";630873;299909
"68182";615902;310802
"68212";617130;303944
"68240";614415;300362
"68242";616200;310700
"68243";617210;302510
"68245";615900;297800
"68247";616930;304436
"68270";614875;311025
"68271";627890;307580
"68277";615780;311100
"68291";617390;303884
"68322";621690;294419
"68325";641632;297073
"68339";613940;300410
"68341";616500;311200
"68347";618633;286801
"68362";612754;279975
"68366";627800;307700
"68367";613339;245462
"68373";589900;243600
"68392";589192;243200
"68406";585947;240588
"68427";603558;243614
"68448";596321;234903
"68451";596118;234824
"68460";606610;246560
"68465";589980;243593
"68468";593749;237466
"68480";611775;250106
"68489";603239;243254
"68491";612310;236360
"68517";611570;243180
"68521";570800;282200
"68535";567827;274872
"68559";572480;286380
"68575";563400;264700
"68578";573000;275000
"68599";568549;278474
"68607";569691;269419
"68608";569090;270681
"68614";578460;287200
"68622";569350;270050
"68637";569740;269420
"68646";569400;271700
"68647";569630;269481
"68678";619311;244994
"68687";616510;243819
"68691";617060;243010
"68699";615300;244300
"68720";617310;243777
"68721";617319;242014
"68727";617156;241799
"68729";617648;241900
"68739";612936;247839
"68746";611400;250200
"68753";606337;256782
"68759";605292;258822
"68796";604382;259914
"68817";609700;254010
"68825";602621;252615
"68826";612145;249716
"68868";622392;267619
"68870";599440;262630
"68871";613600;275900
"68886";608898;256279
"68889";604349;259092
"68900";611143;248350
"68902";611500;250000
"68934";598200;262900
"68938";618200;272600
"68941";612320;250360
"68944";613550;249050
"68959";600209;264846
"69068";611637;251472
"69070";605500;257800
"69076";629900;279200
"69089";578390;265920
"69100";566285;244394
"69108";589513;274334
"69110";584100;272100
"69135";566420;244300
"69149";568226;244859
"69170";586700;263400
"69191";583623;264801
"69201";584119;264865
"69214";586113;266179
"69223";586719;265027
"69236";579680;269240
"69237";623900;243900
"69238";624300;243800
"69247";645500;263400
"69268";628654;232942
"69289";623840;243970
"69310";622878;246330
"69312";626340;244100
"69315";644175;262738
"69317";644000;262800
"69325";626323;254992
"69328";631770;260100
"69335";652811;288476
"69339";652467;292915
"69340";646880;277670
"69341";645232;288439
"69344";644141;288496
"69365";645144;288505
"69413";652598;298560
"69428";645329;279075
"69434";653119;292747
"69447";652573;288365
"69459";644830;288345
"69463";629808;286462
"69464";639820;279122
"69467";649883;276577
"69482";652667;289441
"69524";532505;180728
"69525";537425;183573
"69528";538488;180341
"69547";538316;181841
"69551";538459;180294
"69554";537949;182142
"69556";526637;180417
"69557";527538;183124
"69558";528453;179718
"69564";545377;182670
"69566";545499;182289
"69587";546177;183656
"69588";548238;182572
"69599";549940;185820
"69607";545919;182837
"69615";548877;182104
"69629";545872;181662
"69652";548329;182132
"69653";546138;181766
"69676";549040;138180
"69682";546157;181832
"69696";548935;181991
"69716";544322;183223
"69747";545547;182301
"69756";547490;183218
"69757";549631;186540
"69808";548153;182738
"69811";545859;181694
"69825";549063;182040
"69843";547499;183446
"69859";548825;182106
"69877";545890;181744
"69893";546400;182747
"69899";548380;182410
"69901";548760;182730
"69909";549000;181790
"69916";545584;182008
"69954";544919;183108
"69955";551247;181430
"69957";553883;191388
"69958";556408;192547
"69965";551654;182000
"69978";551200;181420
"70092";551277;181435
"70095";551225;180875
"70100";551835;181783
"70108";552500;179500
"70124";551910;180230
"70126";555362;184288
"70186";554566;180556
"70205";542114;195895
"70313";552576;179036
"70346";551617;181990
"70347";559723;187082
"70351";552848;193163
"70357";551010;181740
"70382";551585;182511
"70390";550972;184239
"70430";551696;181908
"70458";550880;181070
"70528";540430;179820
"70531";537611;183599
"70532";541821;180243
"70534";537691;183595
"70536";539799;180624
"70538";541696;179887
"70577";539135;181539
"70579";544051;182596
"70643";540441;179933
"70644";540500;181994
"70652";538785;181905
"70692";541423;180280
"70694";540511;179913
"70695";539132;181838
"70726";539699;180580
"70736";538595;182018
"70750";539075;181665
"70766";538416;182253
"70811";537700;183300
"70813";537790;183390
"70816";539735;180531
"70827";541440;180270
"71080";544210;182730
"71107";543467;186007
"71114";541736;190051
"71123";546970;191868
"71184";546792;191973
"71187";541550;190810
"71246";543161;186387
"71247";544529;186829
"71267";544385;187740
"71269";520489;193356
"71277";523274;186890
"71283";527389;191350
"71361";528394;192780
"71365";523020;187157
"71368";523255;187291
"71382";523224;187325
"71394";523836;186241
"71422";523102;187265
"71429";528255;192899
"71447";519823;194703
"71452";528726;185181
"71518";536104;191904
"71526";536544;196217
"71547";535246;192844
"71553";532077;193720
"71620";535273;192725
"71636";536091;192654
"71642";529016;200242
"71643";535180;192815
"71648";536366;196944
"71673";535869;192974
"71724";535562;193091
"71753";531863;199695
"71760";533457;191991
"71768";531885;199769
"71781";535700;192800
"71794";535470;192786
"71805";536367;197475
"71807";535241;192915
"71827";536040;191760
"71829";535819;192800
"71882";535070;192230
"71953";535600;192870
"71960";535941;186302
"71975";536971;184310
"72006";534379;188933
"72007";530581;190108
"72065";533326;188548
"72070";534698;191743
"72078";535168;191544
"72084";534260;188898
"72093";530698;185105
"72198";536396;192358
"72200";537390;187631
"72201";538758;188398
"72202";536050;187300
"72282";538850;193908
"72340";536086;187867
"72399";537047;187160
"72406";537759;186267
"72429";537676;186368
"72449";536064;187298
"72454";535960;187099
"72462";536994;187197
"72501";549110;172410
"72510";553849;177877
"72541";547610;170715
"72567";552960;175460
"72592";553858;178005
"72598";553898;178016
"72627";553839;177853
"72648";553836;178049
"72656";552262;177789
"72658";550027;173654
"72659";553892;177724
"72671";551993;177825
"72677";553774;178059
"72683";552107;174850
"72692";553700;177900
"72706";552973;175615
"72707";552021;177741
"72714";553586;178099
"72734";551990;177880
"72744";552824;175480
"72819";552120;177730
"72852";539576;177155
"72853";541554;179087
"72854";546290;179620
"72915";540280;178790
"72933";541405;179145
"72943";541176;179148
"72988";442690;370460
"72997";541589;178842
"73002";540600;178940
"73009";539025;179548
"73016";544462;175485
"73017";537790;177357
"73079";541624;179022
"73080";535791;178044
"73153";535400;178000
"73169";536037;171425
"73184";535776;177685
"73187";538450;174857
"73193";535736;177747
"73202";535803;178039
"73220";533004;177531
"73223";534990;177770
"73332";531950;179610
"73336";548835;170237
"73338";536790;171280
"73347";542500;159300
"73350";546720;168330
"73363";541686;168664
"73378";536008;169045
"73401";541785;168457
"73420";530068;159258
"73534";531593;161504
"73536";531400;165700
"73543";531298;166000
"73594";532100;162400
"73637";538013;162168
"73677";531021;163809
"73687";530819;165256
"73699";530961;163656
"73705";531018;163511
"73720";532120;169328
"73737";538339;161158
"73740";518800;168400
"73758";519000;168500
"73797";519104;165147
"73805";525783;172147
"73819";526991;168398
"73887";525883;172623
"73894";527773;167683
"73901";527621;167349
"73902";527746;167706
"73916";527732;167714
"73923";523376;166633
"73972";523400;166500
"74019";527917;167221
"74037";527722;167439
"74045";527586;167389
"74049";523499;166590
"74073";525881;171798
"74085";527609;167806
"74089";527550;167430
"74097";529986;166802
"74109";530130;166591
"74112";524759;165687
"74176";529493;167083
"74221";529200;166800
"74233";529132;167324
"74280";530050;166840
"74289";529310;167260
"74296";519582;183127
"74333";518486;183829
"74335";519803;185729
"74346";520243;185788
"74355";517908;182995
"74358";521406;185326
"74368";521420;185249
"74392";517610;182940
"74408";519797;185782
"74414";520660;185600
"74453";519434;183437
"74498";517860;168290
"74522";521453;185178
"74539";521405;182884
"74543";519701;181141
"74544";521390;182656
"74551";520372;181388
"74558";511890;179235
"74566";520500;182621
"74583";514523;181809
"74602";514508;181749
"74607";519830;179253
"74619";519822;182367
"74650";521161;181966
"74655";517653;182870
"74662";514206;189615
"74664";515981;189145
"74679";511918;185130
"74687";511889;185238
"74699";504651;191601
"74712";505557;187439
"74714";508658;186700
"74731";506011;187381
"74768";504922;182766
"74778";507436;187848
"74780";508572;179926
"74788";506466;187974
"74790";507150;188017
"74791";505221;180825
"74823";504581;152960
"74834";510300;179600
"74857";506790;178034
"74862";505568;180242
"74878";506130;188240
"74885";507000;175000
"74886";509437;176562
"74890";510280;178880
"74891";506130;188282
"74911";516454;178016
"74922";511424;174734
"74938";516604;177743
"74952";511312;174869
"74960";510717;174897
"74969";510882;178577
"74992";516490;178150
"74999";514484;174262
"75007";510560;175046
"75033";516323;178140
"75046";519857;176532
"75095";516970;174380
"75110";515208;173464
"75118";522494;182383
"75126";522252;182311
"75137";522846;179514
"75142";522520;182340
"75158";521740;182660
"75189";531700;174800
"75197";529245;176531
"75200";531810;175697
"75209";531910;176100
"75216";532602;172005
"75229";529300;176400
"75270";525900;171900
"75280";529191;177329
"75281";525600;175400
"75299";529155;177558
"75319";525600;175200
"75360";525465;175028
"75362";529378;176475
"75377";489500;172000
"75379";485125;169145
"75407";485650;169222
"75408";468638;174382
"75411";470625;170823
"75465";471463;170230
"75476";471362;170264
